sofifa_id,y_test,predictions,difference,age_x,short_name,overall,team_position,nationality,club
183520,3400000,4000000.0,-17.647058823529413,29,Fran Mérida,73,LDM,Spain,CA Osasuna
183581,3000000,2870000.0,4.333333333333334,31,J. Molina,73,LCM,Mexico,Guadalajara
183644,3800000,3768000.0,0.8421052631578947,30,A. Grünwald,73,LCM,Austria,FK Austria Wien
183774,3400000,2866000.0,15.705882352941178,29,R. Bennett,73,RCB,England,Wolverhampton Wanderers
183795,3200000,3104000.0,3.0,30,G. Margreitter,73,RCB,Austria,1. FC Nürnberg
183916,3200000,7092000.0,-121.625,30,J. Pied,73,SUB,France,LOSC Lille
183936,3300000,1724000.0,47.75757575757576,30,M. Donald,73,RDM,Netherlands,Yeni Malatyaspor
183975,3400000,3242000.0,4.647058823529412,29,J. Kana-Biyik,73,RCB,Cameroon,Gazişehir Gaziantep F.K.
184031,3800000,4478000.0,-17.842105263157894,30,Licá,73,LW,Portugal,Os Belenenses
184133,3500000,4354000.0,-24.4,31,Castro,73,RDM,Portugal,Göztepe SK
184274,3200000,2583000.0,19.28125,30,C. Basham,73,RCB,England,Sheffield United
184823,3100000,3170000.0,-2.258064516129032,32,Djalma,73,SUB,Angola,Alanyaspor
185163,1500000,2374400.0,-58.29333333333333,34,L. Rossettini,73,LCB,Italy,Lecce
185172,2800000,1489900.0,46.78928571428572,29,V. Fiorillo,73,GK,Italy,Pescara
185199,3600000,4422000.0,-22.833333333333332,31,S. Ribas,73,SUB,Uruguay,Rosario Central
185204,1900000,3126000.0,-64.52631578947368,33,Diego Ângelo,73,LCB,Brazil,Antalyaspor
186197,4000000,5884000.0,-47.099999999999994,28,G. Kakuta,73,CAM,DR Congo,Amiens SC
186351,3400000,3632000.0,-6.8235294117647065,29,L. Fer,73,RCM,Netherlands,Feyenoord
186392,3300000,6372000.0,-93.0909090909091,29,J. Ward,73,RB,England,Crystal Palace
186511,1100000,984200.0,10.527272727272727,35,René,73,GK,Spain,UD Almería
186519,3400000,2505500.0,26.30882352941176,29,Juan Cala,73,LCB,Spain,Cádiz CF
186614,3900000,3915000.0,-0.38461538461538464,30,S. Di Carmine,73,ST,Italy,Hellas Verona
187043,4000000,4268000.0,-6.7,28,S. Johansen,73,LCM,Norway,Fulham
187075,2500000,4720000.0,-88.8,33,D. Moreno,73,SUB,Colombia,Club Atlético Talleres
187858,4200000,7706000.0,-83.47619047619048,27,P. Mpoku,73,SUB,DR Congo,Standard de Liège
188370,3000000,3218000.0,-7.2666666666666675,31,Wallace,73,RCB,Brazil,Göztepe SK
188397,3900000,3904000.0,-0.10256410256410256,29,R. Rodelin,73,ST,France,En Avant de Guingamp
188554,4000000,7574000.0,-89.35,28,Dani Pacheco,73,SUB,Spain,Málaga CF
188607,2900000,3752000.0,-29.379310344827587,31,R. Salinas,73,RWB,Mexico,Deportivo Toluca
188768,1500000,1458000.0,2.8000000000000003,34,Serey Dié,73,SUB,Ivory Coast,FC Basel 1893
188992,3500000,2407500.0,31.214285714285715,31,M. Estigarribia,73,LCM,Paraguay,Club Atlético Colón
189059,3800000,4132000.0,-8.736842105263158,29,J. Livermore,73,RDM,England,West Bromwich Albion
189099,4000000,3093500.0,22.662499999999998,29,J. Kodjia,73,SUB,Ivory Coast,Aston Villa
189196,3800000,4302000.0,-13.210526315789473,30,Caiuby,73,RES,Brazil,FC Augsburg
189211,2400000,4560000.0,-90.0,33,Saúl Berjón,73,LM,Spain,Real Oviedo
189303,4300000,5260000.0,-22.325581395348838,27,Nélson Oliveira,73,ST,Portugal,AEK Athens
189338,3900000,5338000.0,-36.87179487179487,29,J. Urretaviscaya,73,SUB,Uruguay,Monterrey
189468,3500000,2765000.0,21.0,31,Daniel Candeias,73,RM,Portugal,Gençlerbirliği SK
189491,3100000,3848000.0,-24.129032258064516,32,O. Şahan,73,SUB,Turkey,Denizlispor
189650,3500000,4220500.0,-20.585714285714285,31,J. Kovařík,73,SUB,Czech Republic,Viktoria Plzeň
189819,3100000,3306000.0,-6.645161290322581,32,Rogerinho,73,CAM,Brazil,Ettifaq FC
189899,3200000,2328000.0,27.250000000000004,30,V. Wormgoor,73,RCB,Netherlands,SK Brann
189946,3300000,5230000.0,-58.484848484848484,29,V. Manceau,73,RB,France,Angers SCO
190432,1900000,1750000.0,7.894736842105263,33,Oier,73,SUB,Spain,CA Osasuna
190501,4000000,3424000.0,14.399999999999999,28,N. Krstičić,73,SUB,Serbia,AEK Athens
190507,3000000,1656000.0,44.800000000000004,31,Etxeita,73,SUB,Spain,Getafe CF
190569,2200000,562500.0,74.43181818181817,33,S. Frei,73,GK,United States,Seattle Sounders FC
190636,3300000,972500.0,70.53030303030303,30,A. Ríos,73,SUB,Mexico,Deportivo Toluca
190748,3100000,4328000.0,-39.61290322580645,32,Y. Öztekin,73,SUB,Turkey,Göztepe SK
190870,2600000,1499500.0,42.32692307692308,32,J. Boye,73,LCB,Ghana,FC Metz
190915,3600000,2584000.0,28.22222222222222,31,K. Wilczek,73,ST,Poland,Brøndby IF
190931,2600000,3180500.0,-22.326923076923077,32,E. Zukanović,73,LCB,Bosnia Herzegovina,Al Ahli
191488,3200000,2766000.0,13.5625,30,L. Orbán,73,SUB,Argentina,Racing Club
191856,1800000,2635700.0,-46.42777777777778,35,H. Barcos,73,ST,Argentina,Atlético Nacional
192146,2500000,3740000.0,-49.6,32,V. Ignatiev,73,RB,Russia,Lokomotiv Moscow
192165,2400000,4250000.0,-77.08333333333334,33,Paulinho,73,LW,Brazil,BK Häcken
192297,2600000,1220200.0,53.06923076923077,31,G. Arlauskis,73,GK,Lithuania,CFR Cluj
192449,4000000,3808000.0,4.8,28,M. Stiepermann,73,CAM,Germany,Norwich City
192490,3600000,4456000.0,-23.77777777777778,31,Juan Villar,73,SUB,Spain,CA Osasuna
192537,4200000,5252000.0,-25.047619047619047,27,M. Lestienne,73,LW,Belgium,Standard de Liège
192613,2400000,2923100.0,-21.795833333333334,32,C. Pantilimon,73,SUB,Romania,Nottingham Forest
192660,4100000,3520500.0,14.134146341463413,28,S. Polter,73,SUB,Germany,1. FC Union Berlin
192725,3400000,3590000.0,-5.588235294117648,29,M. Le Marchand,73,SUB,France,Fulham
192838,3200000,4834000.0,-51.0625,30,E. Schelotto,73,RES,Italy,Brighton & Hove Albion
192930,4100000,3296000.0,19.609756097560975,28,A. Pulido,73,LS,Mexico,Guadalajara
192955,3800000,3705500.0,2.486842105263158,29,M. Klich,73,RCM,Poland,Leeds United
193148,3300000,2949000.0,10.636363636363637,29,V. Le Goff,73,LB,France,FC Lorient
193267,1900000,2631500.0,-38.5,33,F. Pisacane,73,SUB,Italy,Cagliari
193429,3400000,5004000.0,-47.17647058823529,28,Douglas,73,SUB,Brazil,Beşiktaş JK
193786,2800000,8252800.0,-194.74285714285716,27,F. Bardi,73,GK,Italy,Frosinone
194196,3400000,1581500.0,53.485294117647065,29,F. Diagne,73,LCB,Senegal,Atiker Konyaspor
194203,3000000,2172500.0,27.583333333333332,31,N. Tomović,73,RB,Serbia,Chievo Verona
194365,2400000,2076500.0,13.479166666666668,33,S. Okazaki,73,ST,Japan,Málaga CF
194730,2600000,1953000.0,24.884615384615387,31,Juan Carlos,73,GK,Spain,Girona FC
194947,3000000,4448000.0,-48.266666666666666,31,J. Vuković,73,SUB,Serbia,Olympiacos CFP
195912,4100000,5800000.0,-41.46341463414634,28,Suk Hyun Jun,73,SUB,Korea Republic,Stade de Reims
196073,1400000,1018100.0,27.27857142857143,38,E. Paredes,73,ST,Chile,Colo-Colo
196318,4200000,2952000.0,29.714285714285715,27,S. Gürler,73,RM,Turkey,Göztepe SK
196916,3600000,2928500.0,18.652777777777775,28,M. Pack,73,RDM,England,Cardiff City
197688,3400000,4040000.0,-18.823529411764707,28,Gabriel Silva,73,SUB,Brazil,AS Saint-Étienne
197890,3200000,2362000.0,26.187500000000004,30,Arribas,73,SUB,Spain,Real Oviedo
198143,4000000,4066000.0,-1.6500000000000001,28,Samu Sáiz,73,SUB,Spain,Girona FC
198150,4100000,3572500.0,12.865853658536587,28,Guerrero,73,ST,Spain,Olympiacos CFP
198190,3400000,4406000.0,-29.58823529411765,28,G. Cunningham,73,LB,Republic of Ireland,Blackburn Rovers
198230,2600000,1772500.0,31.826923076923073,32,Germán,73,RCB,Spain,Granada CF
198240,3200000,3288000.0,-2.75,30,Raul García,73,SUB,Spain,Getafe CF
198348,4000000,5738000.0,-43.45,28,M. Autret,73,RS,France,Stade Brestois 29
198554,4100000,3866000.0,5.707317073170732,28,A. Ujah,73,ST,Nigeria,1. FC Union Berlin
198783,2500000,2374000.0,5.04,33,J. Toledo,73,RS,Argentina,Atlético Tucumán
198836,4000000,4758000.0,-18.95,28,V. Pajot,73,RCM,France,Angers SCO
198843,2900000,2771000.0,4.448275862068965,31,Aday Benítez,73,SUB,Spain,Girona FC
199157,3400000,6564000.0,-93.05882352941175,28,Luna,73,SUB,Spain,Levante UD
199313,3300000,2863000.0,13.242424242424242,29,A. Bamba,73,LB,Ivory Coast,Angers SCO
199353,3800000,4642000.0,-22.157894736842103,29,M. Rzatkowski,73,LDM,Germany,New York Red Bulls
199386,4100000,2524000.0,38.4390243902439,28,B. Linssen,73,RS,Netherlands,Vitesse
199387,3600000,2914000.0,19.055555555555557,31,P. Chavarría,73,SUB,Argentina,RCD Mallorca
199392,3200000,2807000.0,12.28125,30,M. Aguirregaray,73,RB,Uruguay,Al Fateh
199763,3700000,2924000.0,20.972972972972972,26,B. Bereszyński,73,RB,Poland,Sampdoria
199940,3500000,3904000.0,-11.542857142857143,31,J. Cuevas,73,RW,Argentina,CD Everton de Viña del Mar
199977,3700000,4724500.0,-27.68918918918919,30,Vicente Gómez,73,SUB,Spain,Deportivo de La Coruña
200106,3900000,5338000.0,-36.87179487179487,29,A. Özbiliz,73,SUB,Armenia,Beşiktaş JK
200278,3200000,3004000.0,6.125,30,S. García,73,SUB,Argentina,Deportivo Toluca
200443,3300000,4432000.0,-34.303030303030305,29,B. Douglas,73,LB,Scotland,Leeds United
200463,2200000,1610300.0,26.804545454545455,33,T. Melia,73,GK,United States,Sporting Kansas City
200911,3200000,2786000.0,12.937499999999998,32,B. Stancu,73,SUB,Romania,Gençlerbirliği SK
200962,3800000,5872000.0,-54.52631578947369,29,André Martins,73,LDM,Portugal,Legia Warszawa
201016,3300000,3860000.0,-16.969696969696972,29,O. Sorg,73,RB,Germany,1. FC Nürnberg
201043,4000000,5738000.0,-43.45,28,B. Dejaegere,73,LCM,Belgium,KAA Gent
201139,2900000,4150000.0,-43.103448275862064,31,I. Strinić,73,RES,Croatia,Milan
201163,3400000,2700000.0,20.588235294117645,29,M. Frydrych,73,SUB,Czech Republic,SK Slavia Praha
201533,4300000,5808000.0,-35.06976744186046,26,P. Ntep,73,RES,Cameroon,VfL Wolfsburg
201549,3600000,3872000.0,-7.555555555555555,31,N. Nikolić,73,ST,Hungary,Chicago Fire
202035,4000000,5512000.0,-37.8,28,N. Benezet,73,RES,France,Toronto FC
202101,4200000,5734000.0,-36.523809523809526,27,O. John,73,SUB,Netherlands,Vitória Guimarães
202106,3600000,4454000.0,-23.72222222222222,28,M. Knoll,73,LCB,Germany,FC St. Pauli
202401,3600000,1872000.0,48.0,31,Patric,73,LS,Brazil,Gamba Osaka
202408,3400000,2310500.0,32.044117647058826,29,A. Flint,73,LCB,England,Cardiff City
202541,4000000,5406000.0,-35.15,28,Jota,73,SUB,Spain,Aston Villa
202646,3400000,2768000.0,18.58823529411765,28,Álex Martínez,73,LB,Spain,Granada CF
203455,3900000,3410000.0,12.564102564102564,29,O. Kragl,73,SUB,Germany,Benevento
203872,3100000,2306500.0,25.596774193548388,32,G. Hauche,73,LW,Argentina,Argentinos Juniors
204447,3000000,3037000.0,-1.2333333333333334,31,F. Lucioni,73,RCB,Italy,Lecce
204526,4300000,4356000.0,-1.302325581395349,26,Hervías,73,SUB,Spain,Real Valladolid CF
204823,2400000,2831500.0,-17.979166666666664,33,Nildo Petrolina,73,LM,Brazil,Al Taawoun
204863,4300000,2944000.0,31.534883720930235,26,Iván Sánchez,73,LM,Spain,Elche CF
204908,4000000,3392000.0,15.2,28,D. Ndongala,73,SUB,DR Congo,KRC Genk
205124,4100000,4890000.0,-19.26829268292683,28,Edigar Junio,73,SUB,Brazil,Yokohama F. Marinos
205409,2400000,3677600.0,-53.233333333333334,32,S. Sosa,73,GK,Uruguay,Monarcas Morelia
205553,3400000,3058000.0,10.058823529411764,29,L. Ceppitelli,73,RCB,Italy,Cagliari
206022,3200000,3104000.0,3.0,30,E. Berg,73,SUB,Sweden,Djurgårdens IF
206141,4300000,3155500.0,26.61627906976744,27,K. Coulibaly,73,ST,Mali,FC Nantes
206506,4000000,5470000.0,-36.75,28,T. Dingomé,73,CAM,France,Stade de Reims
206544,4000000,3439000.0,14.025000000000002,28,R. Bezus,73,SUB,Ukraine,KAA Gent
206651,3800000,5113000.0,-34.55263157894737,30,Roberto Torres,73,RM,Spain,CA Osasuna
206662,3400000,2732000.0,19.647058823529413,29,M. Hedges,73,RCB,United States,FC Dallas
207562,4300000,2700000.0,37.2093023255814,27,S. Andersson,73,SUB,Sweden,1. FC Union Berlin
207653,3900000,3078000.0,21.076923076923077,29,M. Bolaños,73,RM,Ecuador,Club Tijuana
207935,2400000,868900.0,63.79583333333333,32,M. Dituro,73,GK,Argentina,Universidad Católica
208339,4000000,5464000.0,-36.6,29,O. Niasse,73,SUB,Senegal,Everton
208505,4000000,1894500.0,52.6375,29,R. Zozulya,73,RS,Ukraine,Albacete BP
208564,3400000,2849000.0,16.205882352941174,28,P. Ankersen,73,SUB,Denmark,FC København
209440,4100000,6150000.0,-50.0,28,Romarinho,73,SUB,Brazil,Al Ittihad
209449,4000000,2623000.0,34.425,28,Gerso,73,LW,Guinea Bissau,Sporting Kansas City
210404,4300000,4146000.0,3.5813953488372094,27,S. Doukara,73,ST,France,Antalyaspor
210602,4200000,4608000.0,-9.714285714285714,27,S. Al Dawsari,73,LM,Saudi Arabia,Al Hilal
210859,3200000,2786500.0,12.921875,30,V. Laurini,73,RB,France,Parma
211017,3900000,4378000.0,-12.256410256410257,29,Víctor Rodríguez,73,LM,Spain,Seattle Sounders FC
211061,4000000,7200000.0,-80.0,28,A. Maxim,73,SUB,Romania,1. FSV Mainz 05
211119,3500000,3275500.0,6.414285714285714,31,Pedro Santos,73,RM,Portugal,Columbus Crew SC
211124,4000000,5322000.0,-33.050000000000004,28,P. Hurtado,73,CAM,Peru,Atiker Konyaspor
211302,4000000,3435000.0,14.124999999999998,29,G. Lapadula,73,RS,Italy,Lecce
211527,4200000,5344000.0,-27.23809523809524,27,Álex Gallar,73,SUB,Spain,SD Huesca
211907,3400000,3738500.0,-9.955882352941178,31,J. Gondorf,73,SUB,Germany,SC Freiburg
212107,3200000,3450000.0,-7.8125,32,A. Jahović,73,ST,FYR Macedonia,Yeni Malatyaspor
212791,4100000,2528000.0,38.34146341463415,28,Kim Seung Dae,73,ST,Korea Republic,Jeonbuk Hyundai Motors
212933,3900000,4144000.0,-6.256410256410256,30,L. Depoitre,73,RS,Belgium,KAA Gent
213061,3900000,2203000.0,43.51282051282051,30,M. Kanazaki,73,RS,Japan,Sagan Tosu
213577,4200000,4324000.0,-2.9523809523809526,27,Puertas,73,SUB,Spain,Granada CF
213746,3900000,4274000.0,-9.58974358974359,29,Arsénio,73,RW,Portugal,Al Fayha
214209,3900000,5266000.0,-35.02564102564102,30,A. del Valle,73,RM,Colombia,Querétaro
214388,3900000,5854000.0,-50.10256410256411,30,D. Asprilla,73,RM,Colombia,Al Shabab
214421,3900000,3760000.0,3.5897435897435894,29,F. Hinestroza,73,RM,Colombia,Junior FC
214477,1500000,1291300.0,13.913333333333334,34,A. Correa,73,LCB,Colombia,Once Caldas
214570,4200000,4654000.0,-10.809523809523808,27,S. Mendoza,73,RES,Colombia,Amiens SC
214601,3600000,5602000.0,-55.611111111111114,27,S. Medina,73,RCB,Colombia,Monterrey
214609,3900000,3978000.0,-2.0,29,S. Cárdenas,73,CAM,Colombia,Atlético Bucaramanga
214771,3400000,4812000.0,-41.529411764705884,31,V. Ayala,73,CDM,Paraguay,Gimnasia y Esgrima La Plata
214772,3400000,3982000.0,-17.11764705882353,28,N. Pasquini,73,LB,Argentina,Club Atlético Lanús
215042,3100000,2090500.0,32.564516129032256,32,G. Lezcano,73,RM,Argentina,Monarcas Morelia
215157,3600000,8394000.0,-133.16666666666669,28,F. Lértora,73,SUB,Argentina,Club Atlético Colón
215331,3400000,3076000.0,9.529411764705882,28,L. Jara,73,RWB,Argentina,DC United
216079,3900000,3444000.0,11.692307692307692,29,A. Di Gaudio,73,RES,Italy,Hellas Verona
216476,4000000,2076000.0,48.1,28,A. Plata,73,SUB,Colombia,Deportes Tolima
216811,3000000,1932500.0,35.583333333333336,31,K. Waston,73,LCB,Costa Rica,FC Cincinnati
217047,3400000,1603500.0,52.83823529411765,29,A. Godoy,73,SUB,Panama,San Jose Earthquakes
217648,4000000,3642000.0,8.95,28,G. Haraguchi,73,SUB,Japan,Hannover 96
218621,3300000,2868000.0,13.090909090909092,29,F. Sánchez,73,RB,Argentina,Estudiantes de La Plata
219167,3200000,2349500.0,26.578125000000004,30,S. Vittor,73,LCB,Argentina,Club Atlético Banfield
219787,3400000,2793000.0,17.852941176470587,29,A. Mosquera,73,RCB,Colombia,Club León
219879,4200000,7392000.0,-76.0,27,M. Pisano,73,CAM,Argentina,América de Cali
219942,4300000,1368500.0,68.17441860465117,26,D. Delgado,73,RM,Colombia,Independiente Medellín
220128,3900000,3198000.0,18.0,30,J. Cristaldo,73,SUB,Argentina,Racing Club
220671,3200000,2621000.0,18.09375,32,F. Melchiorri,73,SUB,Italy,Perugia
221306,4000000,3536000.0,11.600000000000001,28,M. Barrios,73,RM,Colombia,FC Dallas
223734,3400000,2173000.0,36.08823529411765,29,R. García Guerreño,73,SUB,Paraguay,Club Atlético Lanús
225356,4200000,3480000.0,17.142857142857142,27,A. Ibargüen,73,LM,Colombia,Club América
225733,3900000,4644000.0,-19.076923076923077,29,Cesinha,73,CAM,Brazil,Daegu FC
226278,4300000,3862000.0,10.186046511627907,26,Xavier,73,SUB,Portugal,CD Tondela
226515,3700000,6638000.0,-79.4054054054054,27,Andrei Girotto,73,SUB,Brazil,FC Nantes
226772,3500000,1076500.0,69.24285714285713,28,J. Laso,73,LCB,Argentina,Atlético de San Luis
230170,2800000,2951300.0,-5.4035714285714285,27,Jaim Abra,73,GK,Brazil,CSA - AL
230175,2800000,2460000.0,12.142857142857142,27,Freder Cabral,73,GK,Brazil,Atlético Mineiro
230198,2900000,3628000.0,-25.103448275862068,31,Juli Piresinho,73,RB,Brazil,Bahia
230199,3600000,3095000.0,14.027777777777779,27,Vinicius Cardenha,73,RB,Brazil,Fluminense
230222,3600000,3380000.0,6.111111111111111,27,Ailton Valpaços,73,LCB,Brazil,Atlético Mineiro
230259,1300000,1143900.0,12.007692307692308,35,Juliano Mascarinhas,73,LDM,Brazil,Grêmio
230277,3500000,3552000.0,-1.4857142857142858,31,Gustavo Lobateiro,73,RM,Brazil,Internacional
230283,1800000,2640000.0,-46.666666666666664,35,Evandro Rochedo,73,SUB,Brazil,Atlético Mineiro
230286,3700000,4830000.0,-30.54054054054054,27,Michel Cruceiro,73,LDM,Brazil,Atlético Mineiro
230328,2600000,2534200.0,2.5307692307692307,31,Pierrino Faria,73,GK,Brazil,Santos
230330,1100000,1819600.0,-65.41818181818182,35,Nivo Serpinho,73,GK,Brazil,Chapecoense
230353,1100000,1557400.0,-41.58181818181818,35,Oswaldito Cuba,73,LB,Brazil,Chapecoense
230361,1100000,1720800.0,-56.43636363636364,35,Mauro Cildinho,73,RB,Brazil,Avaí FC
230389,3600000,3275000.0,9.027777777777777,27,Édundo Oliveira,73,LCB,Brazil,Cruzeiro
230393,3600000,4644000.0,-28.999999999999996,27,Paolito Serra,73,RCB,Brazil,Botafogo
230420,1800000,2306500.0,-28.138888888888893,35,Pietrson Mendes,73,CM,Brazil,Bahia
230435,3000000,3924000.0,-30.8,31,Luis Couprins,73,RDM,Brazil,Atlético Paranaense
230446,3000000,5850000.0,-95.0,31,Marcos Paneira,73,LDM,Brazil,Bahia
230513,1800000,2342500.0,-30.138888888888886,35,Gus Outomouro,73,SUB,Brazil,Internacional
230529,1100000,1523000.0,-38.45454545454545,35,Benjamin Meseira,73,RB,Brazil,Chapecoense
231012,4200000,2292500.0,45.416666666666664,27,C. de Pena,73,SUB,Uruguay,Dynamo Kyiv
231095,3200000,3278000.0,-2.4375,30,N. Skubic,73,RB,Slovenia,Atiker Konyaspor
232238,4000000,4217500.0,-5.4375,29,C. Peralta,73,ST,Colombia,La Equidad
232294,4000000,3741000.0,6.4750000000000005,28,R. Morioka,73,CAM,Japan,Sporting de Charleroi
232441,2200000,1675200.0,23.854545454545452,33,M. Higashiguchi,73,GK,Japan,Gamba Osaka
232510,3200000,1925000.0,39.84375,30,T. Shiotani,73,LB,Japan,Al Ain FC
232546,4200000,5920000.0,-40.95238095238095,27,D. Zabala,73,LM,Uruguay,Rosario Central
234624,3300000,2542000.0,22.96969696969697,29,B. Dibassy,73,SUB,Mali,Amiens SC
234870,3900000,3865000.0,0.8974358974358974,29,E. Karaca,73,RM,Turkey,Alanyaspor
235042,3400000,3989000.0,-17.323529411764707,31,D. Liénard,73,SUB,France,RC Strasbourg Alsace
236112,3600000,3844000.0,-6.777777777777779,27,Douglas Armeira,73,RB,Brazil,CSA - AL
241788,4400000,3996500.0,9.170454545454545,26,M. Taremi,73,SUB,Iran,Rio Ave FC
245371,6500000,6032000.0,7.199999999999999,18,T. Almada,72,SUB,Argentina,Vélez Sarsfield
234396,6500000,2850000.0,56.15384615384615,18,A. Davies,72,SUB,Canada,FC Bayern München
246419,6000000,6452000.0,-7.533333333333333,17,Y. Verschaeren,72,RW,Belgium,RSC Anderlecht
224949,7000000,1961000.0,71.98571428571428,21,J. Dilrosun,72,RES,Netherlands,Hertha BSC
236477,7000000,3824500.0,45.364285714285714,21,A. Claude Maurice,72,LM,France,FC Lorient
239817,7000000,3819000.0,45.44285714285714,20,B. Soumaré,72,LDM,France,LOSC Lille
231448,6000000,3112000.0,48.13333333333333,19,R. Nelson,72,SUB,England,Arsenal
234570,6000000,3990000.0,33.5,20,Jota,72,SUB,Portugal,SL Benfica
237995,6000000,3137500.0,47.708333333333336,19,D. Lainez,72,SUB,Mexico,Real Betis
240060,5500000,5672000.0,-3.127272727272727,19,M. Aarons,72,RB,England,Norwich City
247641,6000000,2819000.0,53.016666666666666,19,Tete,72,SUB,Brazil,Shakhtar Donetsk
232104,5500000,2070500.0,62.35454545454545,21,D. James,72,SUB,Wales,Manchester United
237161,5500000,2804000.0,49.018181818181816,21,S. Longstaff,72,RCM,England,Newcastle United
237383,5000000,6292000.0,-25.840000000000003,20,A. Bastoni,72,SUB,Italy,Inter
239744,5500000,7670000.0,-39.45454545454545,19,M. Cuisance,72,SUB,France,FC Bayern München
239978,5500000,2434000.0,55.74545454545454,20,D. Man,72,RW,Romania,FCSB (Steaua)
251530,4900000,2804500.0,42.76530612244898,19,Nuno Tavares,72,SUB,Portugal,SL Benfica
227978,5500000,4916000.0,10.618181818181819,21,M. Mehlem,72,LM,Germany,SV Darmstadt 98
231247,4800000,3698000.0,22.958333333333332,22,B. Cufré,72,LB,Argentina,Vélez Sarsfield
231292,4900000,5412000.0,-10.448979591836736,21,J. Lewis,72,LB,Northern Ireland,Norwich City
231355,4800000,3540000.0,26.25,22,Ayrton,72,LB,Brazil,Spartak Moscow
232756,4900000,3322000.0,32.20408163265306,21,F. Tomori,72,SUB,England,Chelsea
234575,4900000,3854000.0,21.346938775510203,20,Diogo Leite,72,RES,Portugal,FC Porto
235987,4900000,5464000.0,-11.510204081632654,22,I. Gómez,72,LCM,Argentina,Estudiantes de La Plata
236246,5500000,5514000.0,-0.2545454545454546,21,O. Ejaria,72,LM,England,Reading
236636,4900000,3930000.0,19.79591836734694,22,A. Caci,72,SUB,France,RC Strasbourg Alsace
236947,4900000,5104000.0,-4.163265306122449,21,J. Torunarigha,72,SUB,Germany,Hertha BSC
237512,5500000,5384000.0,2.109090909090909,21,G. Togni,72,SUB,Argentina,Independiente
239732,5500000,4470000.0,18.72727272727273,21,S. Żurkowski,72,SUB,Poland,Fiorentina
240017,5000000,6194000.0,-23.880000000000003,19,A. Olsen,72,SUB,Denmark,Bologna
240690,5500000,4102000.0,25.418181818181818,21,N. González,72,SUB,Argentina,VfB Stuttgart
241497,4900000,6140000.0,-25.30612244897959,20,C. Dagba,72,SUB,France,Paris Saint-Germain
241854,4800000,4320000.0,10.0,19,P. Schuurs,72,SUB,Netherlands,Ajax
242516,5500000,4173500.0,24.11818181818182,20,C. Gakpo,72,SUB,Netherlands,PSV
243019,5000000,2208000.0,55.84,20,T. Băluță,72,RES,Romania,Brighton & Hove Albion
246748,4900000,5070000.0,-3.4693877551020407,21,Aihen Muñoz,72,LB,Spain,Real Sociedad
220048,3900000,2821300.0,27.65897435897436,23,S. Scuffet,72,SUB,Italy,Udinese
220534,4600000,5186000.0,-12.73913043478261,22,S. Luperto,72,SUB,Italy,Napoli
222428,4600000,3658000.0,20.47826086956522,22,J. Komar,72,RCB,Argentina,Club Atlético Talleres
224422,5000000,6202000.0,-24.04,22,J. Boga,72,LW,Ivory Coast,Sassuolo
225106,4600000,3250000.0,29.347826086956523,22,Jorge Sáenz,72,SUB,Spain,RC Celta
225974,4600000,1502500.0,67.33695652173914,22,S. McKenna,72,LCB,Scotland,Aberdeen
229793,5000000,2430000.0,51.4,21,B. Tetteh,72,SUB,Ghana,Sparta Praha
233926,4600000,5140000.0,-11.73913043478261,22,Léo Duarte,72,RES,Brazil,Milan
234119,5000000,7658000.0,-53.16,21,Lucas Fernandes,72,RES,Brazil,Portimonense SC
235073,4000000,392000.0,90.2,21,G. Kobel,72,GK,Switzerland,VfB Stuttgart
236723,4500000,5430000.0,-20.666666666666668,22,F. Ballo-Touré,72,LB,France,AS Monaco
237544,5000000,2886000.0,42.28,22,L. Vido,72,LS,Italy,Crotone
239845,4700000,5398000.0,-14.851063829787234,21,K. Galanopoulos,72,SUB,Greece,AEK Athens
240099,4600000,4640000.0,-0.8695652173913043,20,K. Rüegg,72,SUB,Switzerland,FC Zürich
240359,4600000,3582500.0,22.119565217391305,22,O. Alderete,72,LCB,Paraguay,FC Basel 1893
241856,5000000,2983000.0,40.339999999999996,20,Manu Morlanes,72,SUB,Spain,Villarreal CF
243244,4600000,4338000.0,5.695652173913043,21,H. Türkmen,72,SUB,Turkey,Trabzonspor
218659,4300000,4076000.0,5.209302325581396,23,M. Targett,72,SUB,England,Aston Villa
221323,4400000,3016000.0,31.454545454545457,21,J. Onguéné,72,LCB,Cameroon,FC Red Bull Salzburg
224921,4300000,4320000.0,-0.46511627906976744,22,Adrián Marín,72,SUB,Spain,Deportivo Alavés
228738,4800000,2569000.0,46.479166666666664,23,J. Murillo,72,RW,Venezuela,CD Tondela
229448,4900000,2885000.0,41.12244897959184,22,F. Ayé,72,SUB,France,Brescia
233943,4500000,4490000.0,0.2222222222222222,20,Ronaldo Vieira,72,SUB,England,Sampdoria
234178,4400000,4010500.0,8.852272727272727,23,L. Abram,72,LCB,Peru,Vélez Sarsfield
236298,4400000,4053500.0,7.875,22,E. Atuesta,72,CDM,Colombia,Los Angeles FC
238637,4800000,2601000.0,45.8125,21,S. Vasiliadis,72,RDM,Germany,SC Paderborn 07
251181,4400000,2255000.0,48.75,21,D. Lischka,72,SUB,Czech Republic,Sparta Praha
213829,4600000,4368000.0,5.043478260869565,23,A. Cerri,72,SUB,Italy,Cagliari
