sofifa_id,y_test,predictions,difference,age_x,short_name
248023,2100000,1545000.0,26.42857142857143,28,L. Filip
246045,3700000,2793000.0,24.513513513513512,18,P. De la Vega
237681,3700000,1728000.0,53.2972972972973,18,T. Kubo
235842,3900000,3333000.0,14.538461538461538,20,A. Pinamonti
236015,3800000,2056000.0,45.89473684210526,19,M. Gibbs-White
239956,3700000,2164000.0,41.51351351351351,18,M. Boadu
240787,3800000,3050000.0,19.736842105263158,19,H. Traorè
241568,3800000,7042000.0,-85.3157894736842,19,C. Ferreira
245149,3800000,3178000.0,16.36842105263158,19,J. Hurtado
246618,3500000,3900000.0,-11.428571428571429,16,A. Hložek
246791,3800000,1519000.0,60.026315789473685,19,M. Solomon
238581,3900000,2496000.0,36.0,20,R. Vargas
247181,3700000,2962000.0,19.945945945945944,18,G. Plata
228946,3900000,3115000.0,20.128205128205128,20,M. Svanberg
233409,3600000,1017000.0,71.75,21,R. Gumny
235172,3600000,3835000.0,-6.527777777777779,20,Rúben Vinagre
236522,3800000,2344000.0,38.315789473684205,19,E. Brignola
236624,3900000,5257500.0,-34.80769230769231,21,A. Barkok
241637,3800000,4756000.0,-25.157894736842106,19,A. Tchouaméni
241947,3800000,2327500.0,38.75,19,F. Amuzu
243580,3800000,1487000.0,60.86842105263158,19,I. Openda
246309,3900000,2429000.0,37.717948717948715,20,Miguel Luís
252038,3800000,2709000.0,28.710526315789476,19,Romário Baró
226401,3400000,2946000.0,13.352941176470587,21,K. Dowell
234577,2700000,242600.0,91.01481481481481,19,Diogo Costa
237823,3400000,1472500.0,56.69117647058823,20,H. Abe
240683,3100000,2276000.0,26.580645161290324,19,L. Reis
241629,3100000,3292000.0,-6.193548387096774,21,Rogério
242997,3400000,1696000.0,50.117647058823536,20,L. Maina
244238,3200000,2659000.0,16.90625,20,J. Bijol
245940,3400000,1609000.0,52.67647058823529,19,S. Wamangituka
228815,3200000,2881000.0,9.96875,20,T. Roberts
233476,2900000,1159500.0,60.01724137931035,21,B. Riveros
235526,3100000,2961500.0,4.467741935483871,21,D. Geiger
235863,2900000,2011500.0,30.637931034482758,21,M. Varnier
237000,2900000,1044500.0,63.98275862068965,21,R. Cannon
238196,3200000,3136000.0,2.0,20,A. Sigurðsson
238232,3200000,3104500.0,2.984375,20,Han Kwang Song
242000,2900000,2138000.0,26.275862068965516,21,K. Mavropanos
242079,3000000,3822000.0,-27.400000000000002,21,K. Bistrović
244280,3100000,1893500.0,38.91935483870968,20,A. Fein
244316,2600000,261500.0,89.9423076923077,20,Luís Maximiano
244380,2900000,861400.0,70.29655172413794,20,V. Mykolenko
224103,3000000,1750000.0,41.66666666666667,22,E. Aguirre
228828,2800000,1684500.0,39.839285714285715,22,Rodri Tarín
230800,3100000,1658500.0,46.5,22,R. Manaj
231864,3000000,1979500.0,34.016666666666666,19,M. van Bergen
232646,2800000,4682500.0,-67.23214285714286,22,C. Bravo
233230,2800000,1614000.0,42.35714285714286,21,K. Mac Allister
233791,2500000,252200.0,89.912,21,A. Maksimenko
234383,2500000,350200.0,85.992,21,M. Schubert
234795,3000000,2669500.0,11.016666666666666,20,A. Bernede
241489,2800000,2896000.0,-3.428571428571429,20,Nolaskoain
241607,3000000,2370000.0,21.0,21,T. Belmonte
241783,3000000,838000.0,72.06666666666666,21,K. Parks
242267,2800000,1052000.0,62.42857142857143,23,J. Campuzano
242663,2800000,1472500.0,47.410714285714285,20,S. Bornauw
251217,3000000,1454500.0,51.516666666666666,21,Jean Lucas
224494,2600000,1401500.0,46.09615384615385,21,R. Henry
225539,2900000,3011500.0,-3.844827586206897,21,D. Solanke
226260,2600000,1545500.0,40.55769230769231,22,A. Cistana
227678,2600000,2396000.0,7.846153846153846,21,E. Konsa
229991,2900000,5846000.0,-101.58620689655173,21,Fran Villalba
230686,2800000,3972000.0,-41.85714285714286,21,J. Makengo
231685,2600000,1954000.0,24.846153846153847,21,R. Pierre-Gabriel
234640,2900000,2236500.0,22.879310344827587,21,B. Jatta
234728,2900000,2784000.0,4.0,21,L. Bénes
235849,2700000,3705500.0,-37.24074074074074,21,M. Fofana
236046,2300000,273900.0,88.09130434782608,22,I. Zlobin
236518,2900000,2491000.0,14.103448275862068,21,A. Nordin
236817,2600000,2163500.0,16.788461538461537,23,H. Maïga
236836,2900000,1956500.0,32.53448275862069,21,O. Okwonkwo
237410,2600000,1736000.0,33.23076923076923,21,V. Kravets
237595,2600000,3812000.0,-46.61538461538461,21,M. Friedl
237994,2900000,2852500.0,1.6379310344827587,21,N. Barrios
238069,2600000,2244000.0,13.692307692307693,22,G. Carrasco
239441,2900000,2615000.0,9.827586206896552,20,Jordi Mboula
240671,2600000,2840000.0,-9.230769230769232,22,Y. Çetin
242392,2600000,3252500.0,-25.096153846153847,23,G. Magnani
244624,2800000,1749000.0,37.535714285714285,22,Alex López
245368,2900000,3273500.0,-12.879310344827585,20,G. Yalçın
251763,2900000,1563000.0,46.10344827586207,21,L. Randjelovic
217167,2700000,3187000.0,-18.037037037037038,23,G. Sandoval
219091,2500000,1336000.0,46.56,24,J. Fuentes
219127,2700000,3572000.0,-32.2962962962963,22,P. Galdames
220175,2700000,2572500.0,4.722222222222222,22,O. Kemen
220876,2700000,1853500.0,31.351851851851855,22,F. Honorat
221282,2500000,1821000.0,27.16,23,J. Stacey
223357,2700000,2789000.0,-3.2962962962962963,22,W. Kaptoum
228777,2100000,592500.0,71.78571428571429,23,G. Banguera
229528,2500000,3168000.0,-26.72,23,M. Matvienko
230708,2500000,1904000.0,23.84,22,J. Worrall
230774,2500000,3001000.0,-20.04,21,J. Clarke-Salter
232148,2700000,4220000.0,-56.2962962962963,22,D. Sallói
235183,2100000,277900.0,86.76666666666667,23,C. Acevedo
235407,2700000,2937500.0,-8.796296296296296,21,S. Özcan
235834,2500000,4013500.0,-60.540000000000006,22,F. Depaoli
237844,2700000,3364000.0,-24.592592592592595,23,A. Guliev
238392,2500000,4840000.0,-93.60000000000001,21,E. Owusu
239747,2800000,3635000.0,-29.82142857142857,21,S. Córdova
242270,2700000,2602000.0,3.6296296296296298,22,N. Špalek
243001,2700000,2062500.0,23.61111111111111,21,A. Cicâldău
243231,2700000,3321000.0,-23.0,21,E. Mwepu
244206,2400000,1791500.0,25.354166666666668,19,N. Pérez
244377,2500000,1972000.0,21.12,22,T. Borevković
252304,2800000,2020000.0,27.857142857142858,21,I. Zlatanović
213490,2600000,3508000.0,-34.92307692307692,22,I. Brown
213654,2600000,1855500.0,28.634615384615387,23,G. Kamara
213697,2400000,3948000.0,-64.5,24,P. McNair
220915,2700000,1727500.0,36.01851851851852,23,G. Moncini
222562,2000000,3578700.0,-78.935,24,R. Rúnarsson
224265,2400000,2230500.0,7.062499999999999,22,J. Williams
224423,2300000,1669500.0,27.413043478260867,23,M. Wittek
224836,2000000,1110300.0,44.485,22,V. Milinković-Savić
225441,2600000,2783000.0,-7.038461538461538,22,K. Palmer
225931,2600000,3788000.0,-45.69230769230769,22,M. Duelund
227174,2600000,1613000.0,37.96153846153846,21,M. Cash
227186,2000000,909900.0,54.505,23,A. Batalla
227600,2300000,919500.0,60.02173913043478,22,J. Andersson
228711,2600000,1670500.0,35.75,22,B. Mansilla
230717,2700000,1959500.0,27.425925925925927,23,T. Kadewere
231588,2300000,1912500.0,16.847826086956523,22,Joan Sastre
232526,2400000,2452500.0,-2.1875,21,E. Cobbaut
232709,2600000,1581500.0,39.17307692307692,23,D. Batallini
233034,2400000,2544000.0,-6.0,24,J. Andrada
233290,2600000,2039000.0,21.576923076923077,22,R. Zhemaletdinov
233472,2600000,2604000.0,-0.15384615384615385,22,N. Sarenren Bazee
234679,2400000,3803000.0,-58.458333333333336,22,P. Sandler
234837,2600000,1879000.0,27.73076923076923,22,Benny
235036,2400000,1970000.0,17.916666666666668,21,W. Faes
236301,2000000,305100.0,84.745,23,Koke Vegas
237122,2300000,1623000.0,29.434782608695652,23,T. Guidara
237256,2700000,1322500.0,51.01851851851852,22,J. Ebobisse
237257,2600000,1868500.0,28.134615384615387,22,J. Yueill
238180,2700000,2411000.0,10.703703703703704,22,C. Spinelli
238225,2600000,2350500.0,9.596153846153847,23,Olabe
239363,2400000,2832500.0,-18.020833333333332,22,K. Dabila
240043,2000000,1546700.0,22.665,23,F. Manojlović
240131,2600000,2219500.0,14.634615384615385,23,Gabrielzinho
241070,2400000,1574000.0,34.416666666666664,23,N. Maraš
241923,2600000,1484000.0,42.92307692307693,23,Vagner
244264,2600000,1415000.0,45.57692307692307,22,A. Gojak
246242,2700000,1616500.0,40.12962962962963,22,B. Dia
247076,2600000,3046000.0,-17.153846153846153,23,C. Oliva
193794,2600000,1621000.0,37.65384615384615,21,Villalibre
212710,1900000,3146300.0,-65.59473684210526,23,Joel Pereira
212747,2500000,2047500.0,18.099999999999998,24,T. Martínez
214025,2300000,1521500.0,33.84782608695652,25,C. Higuita
214874,2500000,1819000.0,27.24,23,M. Bolados
215213,1900000,1218600.0,35.863157894736844,23,A. Werner
219952,2500000,1526000.0,38.96,23,L. Henderson
220386,2200000,1645500.0,25.204545454545457,23,Iván Rodríguez
222513,2500000,2892000.0,-15.68,23,R. Aarons
222951,1900000,1072800.0,43.536842105263155,22,M. Rodák
224841,2200000,2421000.0,-10.045454545454545,22,K. Diks
225147,2200000,1755000.0,20.227272727272727,23,C. Roberts
225270,2500000,1738000.0,30.48,23,I. Jeraldino
227604,2500000,1555900.0,37.763999999999996,23,F. Platte
227900,2200000,1430000.0,35.0,23,N. Tripichio
229011,2300000,3382000.0,-47.04347826086956,23,K. N'Doram
229487,2200000,2017500.0,8.295454545454547,23,L. Klünter
229728,2500000,1332400.0,46.704,24,F. Kamberi
231413,1900000,794600.0,58.17894736842105,22,M. Verrips
231612,2500000,4366000.0,-74.64,23,R. Del Castillo
233965,2200000,2699000.0,-22.68181818181818,22,A. Castro-Montes
234688,2500000,2686000.0,-7.4399999999999995,23,S. Campo
235389,2500000,2094000.0,16.24,22,C. Rodríguez
235927,2500000,3221500.0,-28.860000000000003,24,P. Cuadra
238004,2500000,4612000.0,-84.48,22,A. Guðmundsson
241049,2200000,1429000.0,35.04545454545455,22,Gorosabel
242041,2200000,1371000.0,37.68181818181818,23,M. Dräger
243862,2500000,3461500.0,-38.46,23,J. Igbekeme
210401,2400000,1511500.0,37.02083333333333,24,C. Donis
212830,2400000,1248500.0,47.979166666666664,23,A. Mabil
213798,2400000,2386000.0,0.5833333333333334,24,A. Mowatt
215247,2500000,1717000.0,31.319999999999997,23,M. Ingvartsen
216449,2200000,2603500.0,-18.34090909090909,24,Tomás Podstawski
219293,2200000,1664500.0,24.34090909090909,23,M. Helik
220064,2400000,5564000.0,-131.83333333333334,24,C. Aboagye
220302,2200000,1624500.0,26.15909090909091,24,B. Sanneh
220521,2200000,1455000.0,33.86363636363636,24,M. Bălașa
221413,2200000,1405500.0,36.11363636363637,24,R. Echeverría
221456,2200000,2187000.0,0.5909090909090909,22,R. Burke
221896,2400000,5938000.0,-147.41666666666666,22,D. Avdijaj
222475,2400000,2666000.0,-11.083333333333334,23,M. Thorsby
223212,2400000,2207000.0,8.041666666666666,23,O. Çağlayan
224013,2400000,2361000.0,1.625,22,Sergi Canós
224756,2400000,4046000.0,-68.58333333333333,22,A. Lusamba
227040,2500000,1615400.0,35.384,22,S. Cosgrove
228821,2400000,3048500.0,-27.020833333333332,23,Z. Machach
229325,1800000,523800.0,70.89999999999999,22,O. Linnér
231050,2400000,2667000.0,-11.125,24,J. Báez
231212,2200000,1948000.0,11.454545454545455,24,E. Rolón
231231,2400000,2200000.0,8.333333333333332,23,B. Garnica
231530,2400000,2638500.0,-9.9375,24,José Arnáiz
232278,2400000,2236000.0,6.833333333333333,24,S. Mosquera
233785,2200000,1530500.0,30.431818181818183,23,R. Bormuth
235088,2200000,1073500.0,51.20454545454546,24,Luis Pérez
236259,2400000,3052000.0,-27.166666666666668,23,S. Peña
236457,2200000,2193500.0,0.29545454545454547,23,D. Giannoulis
236944,2400000,3898000.0,-62.416666666666664,23,F. Diabaté
237566,2400000,2632000.0,-9.666666666666666,24,K. Zachariassen
239814,2200000,1409500.0,35.93181818181818,23,D. Batubinsika
242494,2500000,2138000.0,14.48,23,E. Koljić
242776,2200000,1479000.0,32.77272727272727,24,K. Anzai
243976,2200000,1923500.0,12.568181818181817,24,Catena
245535,2200000,3826000.0,-73.9090909090909,24,A. Parmak
251437,2500000,3537000.0,-41.48,22,F. Durmishaj
199027,2100000,2930000.0,-39.523809523809526,25,J. Robinson
202810,1700000,745400.0,56.152941176470584,26,S. McDermott
204347,2100000,1138500.0,45.785714285714285,25,Bernardo
204451,2100000,1426000.0,32.095238095238095,24,K. Günter
204966,1800000,5221600.0,-190.08888888888887,25,Adrián Ortolá
206463,2100000,1907500.0,9.166666666666666,23,J. Dudziak
207926,1800000,839900.0,53.33888888888889,25,A. Linde
208088,2200000,2147000.0,2.409090909090909,24,Sergi Samper
208375,1800000,1244800.0,30.844444444444445,25,M. Müller
209359,2300000,1733000.0,24.65217391304348,25,B. O'Neill
209957,1800000,2218300.0,-23.23888888888889,25,J. Busk
210703,2400000,2019500.0,15.854166666666666,24,L. Đorđević
211033,1700000,1047400.0,38.38823529411764,26,L. García
211323,2100000,1703000.0,18.904761904761905,24,Pol García
211398,1800000,845200.0,53.04444444444445,25,M. Caillard
212129,2100000,1449500.0,30.976190476190474,25,Borja López
212943,2400000,831000.0,65.375,24,M. Caballero
213612,2400000,1032500.0,56.97916666666667,24,H. Aiesh
213928,2100000,2066500.0,1.5952380952380953,24,E. Sobol
214919,2400000,2757500.0,-14.895833333333334,24,D. Rojas
214991,2100000,1117000.0,46.80952380952381,25,J. Pi
215480,2400000,2046500.0,14.729166666666666,23,A. Boljević
215569,2100000,828500.0,60.54761904761905,26,Unai García
217845,2300000,2808000.0,-22.086956521739133,24,A. Hjulsager
218743,2400000,1486500.0,38.0625,24,A. Zapata
219466,2100000,1630500.0,22.357142857142858,24,B. Meling
219803,2100000,2555000.0,-21.666666666666668,24,D. Cavaré
221430,2400000,2585500.0,-7.729166666666666,25,U. Đurđević
221467,2300000,1199500.0,47.84782608695652,25,Lee Chang Min
221890,2100000,2129500.0,-1.4047619047619049,25,J. Fulton
223402,2100000,2628500.0,-25.166666666666664,23,E. Taşdemir
224591,2200000,1975000.0,10.227272727272728,24,Y. Bodiger
224977,1800000,2671100.0,-48.394444444444446,25,A. Micai
224987,1800000,2123300.0,-17.961111111111112,25,I. Provedel
225117,2300000,2880000.0,-25.217391304347824,23,N. Haas
225629,2300000,1468500.0,36.15217391304348,23,T. Valls
226228,2400000,1431000.0,40.375,24,F. Salazar
227790,2100000,1542000.0,26.571428571428573,25,Jeong Seung Hyun
228144,2400000,2620000.0,-9.166666666666666,25,Jorge Pombo
228353,2200000,1720500.0,21.795454545454547,24,G. Hendrickx
228802,2100000,2415000.0,-15.0,25,D. Zhivoglyadov
228961,2300000,2612000.0,-13.56521739130435,24,M. Pittón
229270,2100000,2929500.0,-39.5,23,M. Lemos
229522,2300000,3526000.0,-53.30434782608696,24,Francisco Ramos
229628,2100000,1045500.0,50.21428571428571,25,Fali
231022,2100000,1872500.0,10.833333333333334,25,C. Dell'Orco
231110,2200000,1677500.0,23.75,24,P. Erras
231591,2100000,2530000.0,-20.476190476190474,24,Javi Galán
232230,2100000,2774500.0,-32.11904761904762,24,R. Matarrita
232364,2100000,1231000.0,41.38095238095238,26,D. Chatziisaias
234747,2100000,3114000.0,-48.285714285714285,25,P. Szymiński
235312,1800000,529400.0,70.58888888888889,25,Alfonso Herrero
235328,2400000,1363000.0,43.20833333333333,24,A. Beghetto
235943,2100000,1102500.0,47.5,25,Rafa Navarro
236045,2100000,1870500.0,10.928571428571429,25,Reinildo
236287,2400000,1241000.0,48.291666666666664,24,N. Ibáñez
238008,2100000,1837500.0,12.5,23,J. Elliott
238862,2100000,1533000.0,27.0,25,Lucas Possignolo
238988,2400000,1868000.0,22.166666666666668,23,M. Ullmann
239045,2400000,2405000.0,-0.20833333333333334,24,E. Kılınç
239303,2400000,1264000.0,47.333333333333336,25,Y. Njie
240982,2100000,2425500.0,-15.5,25,J. Moreno
242112,2400000,1201500.0,49.9375,23,E. Bello
243607,2400000,2819000.0,-17.458333333333336,23,D. Pineda
244147,2400000,2441500.0,-1.7291666666666667,24,A. Păun
244272,2100000,1183500.0,43.642857142857146,24,D. Perić
198046,2100000,1697000.0,19.19047619047619,26,D. Dąbrowski
200715,1700000,20108800.0,-1082.870588235294,26,A. Davies
204030,2000000,1634000.0,18.3,25,S. Kitsiou
207835,2300000,1583500.0,31.15217391304348,25,Ademilson
209417,2300000,2627500.0,-14.23913043478261,25,R. Murawski
209729,2300000,1871000.0,18.65217391304348,24,B. McKay
209828,2300000,3308000.0,-43.826086956521735,25,Carlinhos
211021,1700000,6745500.0,-296.7941176470588,23,P. Bråtveit
211612,2300000,3736000.0,-62.43478260869565,25,Jhon Cley
211844,2000000,1844000.0,7.8,24,N. Gavory
212242,2300000,1380500.0,39.97826086956522,24,R. Andrich
212282,2000000,2265000.0,-13.25,25,I. Sylla
212321,2100000,2337000.0,-11.285714285714285,24,J. Meffert
212381,2300000,2487500.0,-8.152173913043478,25,R. Insigne
212459,2300000,2602000.0,-13.130434782608697,24,M. Cavion
213228,2100000,3097000.0,-47.476190476190474,25,S. Asamoah
215373,2300000,2388500.0,-3.847826086956522,24,S. Coopman
215437,2000000,1668000.0,16.6,25,D. Fisher
218208,2100000,1650500.0,21.404761904761905,26,C. Fuentes
220172,2000000,1439900.0,28.005000000000003,23,S. Janko
221994,2000000,1595500.0,20.225,24,Núrio
222129,1700000,1548000.0,8.941176470588236,25,A. Koșelev
223633,2000000,2962000.0,-48.1,24,L. Paqarada
223765,2000000,1967500.0,1.625,24,R. Bauer
224980,2000000,1017700.0,49.114999999999995,24,M. Busch
227362,2100000,1688500.0,19.595238095238095,24,S. Rosted
231985,2000000,1987000.0,0.65,25,K. Rosenberry
234033,2300000,2155500.0,6.282608695652174,25,Borja Lasso
237766,2300000,2987000.0,-29.869565217391305,24,S. Kaneko
238717,2000000,1822000.0,8.9,26,E. Pinnock
239090,2100000,1601500.0,23.738095238095237,25,P. Wiesinger
239704,2000000,1970000.0,1.5,22,K. Wagner
239842,2400000,1383500.0,42.354166666666664,24,G. Giakoumakis
240164,2300000,2531000.0,-10.043478260869565,24,D. Zuma
240257,2000000,2931000.0,-46.550000000000004,24,C. Traoré
241135,2000000,1429000.0,28.549999999999997,24,J. Collins
242514,1600000,431400.0,73.0375,27,F. Plach
244750,2300000,2614100.0,-13.656521739130433,25,Z. Kožulj
244793,2400000,1604700.0,33.137499999999996,24,T. Chorý
190738,2300000,2678000.0,-16.434782608695652,25,H. Nielsen
192317,1600000,3981800.0,-148.8625,26,J. Steer
193706,1900000,1725500.0,9.18421052631579,27,D. Dumić
193757,1900000,934000.0,50.8421052631579,27,Edu Ramos
197233,1600000,3101900.0,-93.86875,27,A. Diallo
201138,1600000,2950300.0,-84.39375,27,Z. Boucher
201299,1600000,2121800.0,-32.6125,26,N. Leali
201887,2200000,1828000.0,16.90909090909091,26,D. Johnson
202060,2000000,1870000.0,6.5,26,E. Bergström
202149,2200000,3940000.0,-79.0909090909091,25,E. Kaçe
204227,2300000,2682500.0,-16.630434782608695,25,Z. Gano
204350,2200000,2692000.0,-22.363636363636363,26,A. Trajkovski
205369,2200000,2888000.0,-31.272727272727273,25,R. Schoofs
205551,1900000,1929500.0,-1.5526315789473686,26,Álvaro Lemos
206035,2000000,1851100.0,7.445,26,Eddy Silvestre
206412,1600000,1656100.0,-3.5062500000000005,26,M. Koval
206571,2200000,2134500.0,2.9772727272727275,25,M. Maddison
207507,2200000,2893000.0,-31.5,26,L. James
207622,1900000,1530500.0,19.447368421052634,27,M. Bjørnbak
207746,1900000,1829000.0,3.736842105263158,26,S. Yago
207887,2200000,2172500.0,1.25,25,F. Schnellhardt
207960,2200000,1860500.0,15.431818181818183,25,Aitor García
208146,2000000,1966500.0,1.675,26,D. Adorni
208247,2000000,1718500.0,14.075,26,L. Spendlhofer
209840,2000000,939500.0,53.025,26,J. Jeanvier
210548,2200000,1428000.0,35.090909090909086,24,L. Capezzi
210556,2300000,2818000.0,-22.52173913043478,25,Lucas João
210926,2000000,1751000.0,12.45,26,A. Ateef
211177,2200000,2016500.0,8.34090909090909,26,A. Traustason
212446,2200000,4990000.0,-126.81818181818181,25,L. Garritano
212509,1900000,1495600.0,21.28421052631579,27,C. Ascues
213007,2200000,3010000.0,-36.81818181818181,25,A. Aseri
214208,1900000,1404500.0,26.07894736842105,27,L. Pico
214404,2000000,1957000.0,2.15,25,V. Huerta
215263,2200000,2128000.0,3.272727272727273,26,G. Álvarez Suarez
215568,2300000,2210500.0,3.891304347826087,24,Naranjo
216284,2000000,2000000.0,0.0,26,F. Ballas
216605,1900000,892000.0,53.05263157894737,26,Akapo
219216,2200000,1378500.0,37.34090909090909,25,J. Windass
222461,2300000,1768500.0,23.108695652173914,24,Rochinha
222521,2000000,1858000.0,7.1,26,O. Hüsing
223030,2200000,2100500.0,4.5227272727272725,26,A. Kara
224967,2300000,1930500.0,16.065217391304348,25,M. Sylla
225507,2000000,1544500.0,22.775000000000002,26,Pol Llonch
231070,1900000,1063000.0,44.05263157894737,26,B. Pittón
234278,1900000,1758500.0,7.447368421052632,27,S. Breitkreuz
239414,2200000,1003400.0,54.39090909090909,24,F. Deli
239707,2200000,1805500.0,17.931818181818183,25,Bruno
239904,2000000,1489000.0,25.55,26,D. Khocholava
240342,2200000,2558000.0,-16.272727272727273,25,H. Duljević
240943,2200000,4487500.0,-103.97727272727273,25,B. Aouacheria
245214,2300000,1954500.0,15.021739130434783,24,A. Estupiñán
251354,2200000,2062000.0,6.2727272727272725,25,A. Meziane
251955,2200000,2226500.0,-1.2045454545454546,25,M. Deletić
252022,1600000,312200.0,80.4875,26,G. Athanasiadis
191089,2200000,4102000.0,-86.45454545454545,26,C. Wickham
193302,1500000,795200.0,46.986666666666665,28,F. Kurto
198538,1900000,1005000.0,47.10526315789474,27,B. Paulsen
200671,1900000,1617000.0,14.894736842105264,27,V. Ulloa
201965,2100000,1793000.0,14.61904761904762,26,S. Thern
202716,2200000,4240000.0,-92.72727272727272,26,Abdón Prats
203004,1500000,554700.0,63.019999999999996,27,Yang Han Been
203848,1800000,848000.0,52.888888888888886,28,R. Windbichler
204513,1500000,1521500.0,-1.4333333333333333,26,M. Dupé
207954,1900000,1748000.0,8.0,27,B. Behrendt
208502,1900000,1400500.0,26.289473684210524,26,J. Van Rankin
209372,2100000,2125500.0,-1.2142857142857142,26,M. Saymak
211270,1800000,1399000.0,22.27777777777778,28,E. Saveljich
211378,2100000,2459000.0,-17.095238095238095,26,J. Irvine
212466,2200000,1565500.0,28.84090909090909,25,C. Cisneros
214000,2200000,2551000.0,-15.954545454545455,25,Y. Reyna
216286,2100000,1245000.0,40.714285714285715,26,J. Andersen
219451,1900000,4076000.0,-114.52631578947367,27,N. Paz
219860,1900000,1114500.0,41.3421052631579,27,G. Perea
220314,1500000,463100.0,69.12666666666667,29,O. Marciano
223794,2200000,1425000.0,35.22727272727273,25,P. Schobesberger
224415,2200000,1862000.0,15.363636363636363,25,Luis Rioja
226102,1900000,1517500.0,20.13157894736842,27,C. Dunkley
228644,1900000,1302000.0,31.473684210526315,26,R. Strieder
232163,2200000,2091000.0,4.954545454545454,26,Y. Niakaté
232253,2200000,988000.0,55.09090909090909,25,Lucas Fernandes
235740,1500000,308400.0,79.44,26,A. Paleari
237799,2200000,2194500.0,0.25,26,K. Sugimoto
239271,1500000,811300.0,45.913333333333334,28,G. Anestis
242036,2100000,3090000.0,-47.14285714285714,25,M. Ljujić
243956,1900000,968700.0,49.015789473684215,27,J. Vuković
244584,1500000,449400.0,70.04,27,O. Shevchenko
191066,1800000,1712000.0,4.888888888888889,28,F. Kroos
193143,1700000,1837000.0,-8.058823529411764,28,Roderick Miranda
193226,2100000,2725000.0,-29.761904761904763,27,B. Jeannot
193945,1800000,1863000.0,-3.5000000000000004,28,N. Uysal
193961,1700000,969000.0,43.0,28,R. Kelić
195256,1800000,1600000.0,11.11111111111111,27,A. Turan
197480,2100000,1935000.0,7.857142857142857,27,I. Saadi
197689,1500000,3564300.0,-137.62,28,A. Seculin
197975,1800000,1134000.0,37.0,27,S. Morsy
198145,2100000,2330500.0,-10.976190476190476,27,S. Araujo
198904,1800000,2279000.0,-26.611111111111114,27,G. Hanley
198970,1700000,781500.0,54.029411764705884,28,J. Mensah
199191,1800000,1340000.0,25.555555555555554,27,D. Appiah
199692,1700000,1470000.0,13.529411764705882,29,H. Mier
199762,2000000,1465000.0,26.75,27,K. Drygas
199895,1800000,1719500.0,4.472222222222221,27,L. Lacroix
200112,2000000,2419000.0,-20.95,27,L. Ebecilio
200535,2100000,2060500.0,1.8809523809523812,25,T. Antonis
200770,2000000,2339500.0,-16.975,27,F. Haugen
200841,1800000,2820000.0,-56.666666666666664,27,C. Jenkinson
200930,2000000,1631500.0,18.425,27,L. Tremolada
201528,1700000,2781500.0,-63.617647058823536,29,Kim Young Gwon
201530,1800000,1586500.0,11.86111111111111,26,B. Martella
201917,1800000,759500.0,57.80555555555556,28,Y. Sylla
202458,2000000,2809500.0,-40.475,27,N. Foor
202827,2000000,2522000.0,-26.1,27,C. Battocchio
203368,2100000,1281500.0,38.976190476190474,26,E. Andersen
203423,1400000,650200.0,53.55714285714286,27,L. Thomas
203749,1800000,1397500.0,22.36111111111111,27,S. Bradley
203853,2100000,1647500.0,21.547619047619047,26,M. Sax
204153,1800000,2065000.0,-14.722222222222223,28,Y. Stark
207805,1800000,1982000.0,-10.11111111111111,27,L. Sadiku
209504,2100000,3908000.0,-86.09523809523809,26,B. Hrgota
210833,2100000,1560500.0,25.69047619047619,25,R. Improta
211499,1800000,1832000.0,-1.7777777777777777,27,H. Quiñones
212592,1800000,1602000.0,11.0,27,A. Farrell
213439,2000000,2446000.0,-22.3,27,J. Osorio
213570,1800000,3015000.0,-67.5,27,S. O'Donnell
213711,2100000,2246500.0,-6.976190476190476,26,A. Rocha
214135,1700000,1391500.0,18.14705882352941,29,J. Quiñones
214700,1800000,1496000.0,16.88888888888889,27,M. Navarrete
214776,2100000,2397500.0,-14.166666666666666,26,O. Benítez
214906,1800000,1702500.0,5.416666666666667,27,A. Hughes
214933,1400000,2471800.0,-76.55714285714285,30,D. Rodríguez
215215,1700000,1134500.0,33.26470588235294,29,F. Fontanini
215374,2100000,849300.0,59.55714285714285,27,S. Hogan
219688,1700000,1629000.0,4.176470588235294,28,M. López
220087,1800000,1518500.0,15.638888888888888,27,Fabrício Baiano
220348,2100000,1898000.0,9.619047619047619,26,Iza Carcelén
220829,2100000,1197500.0,42.97619047619048,27,E. Torregrossa
221621,1700000,896500.0,47.26470588235294,28,S. Birnbaum
221791,2100000,3340000.0,-59.04761904761905,26,R. Kurzawa
222153,2100000,2442500.0,-16.30952380952381,26,C. Buonaiuto
222315,2100000,1260000.0,40.0,26,G. Esparza
228892,2000000,1795200.0,10.24,27,I. Rivero
229251,1800000,1109900.0,38.33888888888889,26,V. Mogoș
231098,1800000,2227000.0,-23.72222222222222,27,C. Traoré
232859,2100000,3037000.0,-44.61904761904762,25,K. Hashimoto
233146,1800000,953500.0,47.02777777777778,27,S. Kurumaya
234972,2100000,1596000.0,24.0,27,Y. Gomis
235814,1800000,1841000.0,-2.2777777777777777,27,R. Benzar
237546,2000000,2106000.0,-5.3,27,J. Stojanović
240057,1800000,2043500.0,-13.527777777777777,27,C. Mandouki
251127,1800000,1039100.0,42.272222222222226,27,F. Torrent
251138,1700000,1126500.0,33.73529411764706,29,F. Pereyra
251673,1400000,612400.0,56.25714285714286,30,Z. Zivkovic
